"id","pid","address","price","dom","first_seen","last_seen","status","gone_date","hoa"
"118-Cedar-St,-Springfield,-MA-01105","F_365477_2863953","118 Cedar St, Springfield, MA 01105","269900","27","2026-07-20","2026-08-10","gone","2026-08-17",""
"543-Boston-Rd,-Springfield,-MA-01109","F_378102_2875253","543 Boston Rd, Springfield, MA 01109","750000","30","2026-07-20","2026-08-17","lingering","",""
"170-E-Hadley-Rd,-Apt-65,-Amherst,-MA-01002","F_379325_2954051","170 E Hadley Rd, Apt 65, Amherst, MA 01002","309000","33","2026-07-20","2026-08-17","lingering","","473"
"23-Summerfield-Rd,-Amherst,-MA-01002","F_389154_2955443","23 Summerfield Rd, Amherst, MA 01002","869000","33","2026-07-20","2026-08-17","lingering","",""
"2-Cronin-Hill-Rd,-Hatfield,-MA-01038","F_357401_2972767","2 Cronin Hill Rd, Hatfield, MA 01038","699900","34","2026-07-20","2026-08-17","lingering","",""
"51-53-Leyfred-Ter,-Springfield,-MA-01108","F_364814_2859739","51-53 Leyfred Ter, Springfield, MA 01108","450000","25","2026-07-20","2026-08-10","gone","2026-08-17",""
"36-Spruceland-Ave,-Springfield,-MA-01108","F_364513_2856633","36 Spruceland Ave, Springfield, MA 01108","475000","34","2026-07-20","2026-08-17","lingering","",""
"47-Trafton-Rd,-Springfield,-MA-01108","F_369309_2857055","47 Trafton Rd, Springfield, MA 01108","339999","33","2026-07-20","2026-08-17","lingering","",""
"185-Leyfred-Ter,-Springfield,-MA-01108","F_365903_2860380","185 Leyfred Ter, Springfield, MA 01108","339900","33","2026-07-20","2026-08-17","lingering","",""
"124-S-Branch-St,-Bennington,-VT-05201","051-015-68078","124 S Branch St, Bennington, VT 05201","275000","139","2026-07-20","2026-08-17","lingering","",""
"Albert-St,-Adams,-MA-01220","M_67714_932620","Albert St, Adams, MA 01220","64900","35","2026-07-20","2026-08-17","lingering","",""
"Aldrich-St,-Lot-D,-Belchertown,-MA-01007","M_127650_891459","Aldrich St, Lot D, Belchertown, MA 01007","725000","28","2026-07-27","2026-08-17","lingering","",""
"8-10-Aspen-St,-Ware,-MA-01082","M_138543_890812","8-10 Aspen St, Ware, MA 01082","149900","25","2026-07-27","2026-08-17","lingering","",""
"219-Old-Warren-Rd,-Palmer,-MA-01069","M_133912_882142","219 Old Warren Rd, Palmer, MA 01069","329900","25","2026-07-27","2026-08-17","lingering","",""
"140-Everett-St,-Easthampton,-MA-01027","M_104862_891792","140 Everett St, Easthampton, MA 01027","434900","26","2026-07-27","2026-08-17","lingering","",""
"150-Ferry-St,-South-Hadley,-MA-01075","M_109865_890710","150 Ferry St, South Hadley, MA 01075","277000","27","2026-07-27","2026-08-17","lingering","",""
"30-Cove-Island-Rd,-South-Hadley,-MA-01075","M_107848_887254","30 Cove Island Rd, South Hadley, MA 01075","675000","27","2026-07-27","2026-08-17","lingering","",""
"16-Boynton-Ave,-South-Hadley,-MA-01075","M_110948_888311","16 Boynton Ave, South Hadley, MA 01075","400000","27","2026-07-27","2026-08-17","lingering","",""
"374-South-St,-Northampton,-MA-01060","M_105665_895760","374 South St, Northampton, MA 01060","680000","24","2026-07-27","2026-08-17","lingering","",""
"26-Mt-Tom-Ave,-Easthampton,-MA-01027","M_104312_890924","26 Mt Tom Ave, Easthampton, MA 01027","399999","20","2026-07-27","2026-08-10","gone","2026-08-17",""
"81-Mccarthy-Ave,-Chicopee,-MA-01020","F_366676_2900433","81 Mccarthy Ave, Chicopee, MA 01020","360000","28","2026-07-27","2026-08-17","lingering","",""
"128-Woodmont-St,-Springfield,-MA-01104","F_362446_2873601","128 Woodmont St, Springfield, MA 01104","419900","21","2026-07-27","2026-08-10","gone","2026-08-17",""
"15-Herbert-Ave,-Springfield,-MA-01119","F_378196_2871485","15 Herbert Ave, Springfield, MA 01119","298000","18","2026-07-27","2026-08-10","gone","2026-08-17",""
"11-Carol-Cir,-Westfield,-MA-01085","F_317013_2889078","11 Carol Cir, Westfield, MA 01085","365000","26","2026-07-27","2026-08-17","lingering","","581"
"289-Lower-Sandyhill-Rd,-Westfield,-MA-01085","F_322580_2876383","289 Lower Sandyhill Rd, Westfield, MA 01085","129900","26","2026-07-27","2026-08-17","lingering","",""
"56-Montville-St,-Unit-56,-Chicopee,-MA-01013","F_357843_2895093","56 Montville St, Unit 56, Chicopee, MA 01013","295000","26","2026-07-27","2026-08-17","lingering","","150"
"14-Arbor-Way,-Apt-B,-Holyoke,-MA-01040","F_356456_2904128","14 Arbor Way, Apt B, Holyoke, MA 01040","149900","16","2026-07-27","2026-08-10","gone","2026-08-17","263"
"170-E-Hadley-Rd,-Apt-140,-Amherst,-MA-01002","F_379325_2954051","170 E Hadley Rd, Apt 140, Amherst, MA 01002","194900","27","2026-07-27","2026-08-17","lingering","","353"
"170-E-Hadley-Rd,-Apt-96,-Amherst,-MA-01002","F_379325_2954051","170 E Hadley Rd, Apt 96, Amherst, MA 01002","329000","27","2026-07-27","2026-08-17","lingering","","536"
"25-Echo-Hill-Rd,-Amherst,-MA-01002","F_391466_2962577","25 Echo Hill Rd, Amherst, MA 01002","599000","20","2026-07-27","2026-08-10","gone","2026-08-17","15"
"66-Barrison-St,-Springfield,-MA-01109","F_376976_2869219","66 Barrison St, Springfield, MA 01109","359000","28","2026-07-27","2026-08-17","lingering","",""
"74-Leatherleaf-Dr,-Springfield,-MA-01109","F_377397_2866498","74 Leatherleaf Dr, Springfield, MA 01109","349900","28","2026-07-27","2026-08-17","lingering","",""
"208-Tanglewood-Dr,-Longmeadow,-MA-01106","F_367292_2849566","208 Tanglewood Dr, Longmeadow, MA 01106","799000","27","2026-07-27","2026-08-17","lingering","",""
"6-Corey-Colonial,-Unit-6,-Agawam,-MA-01001","F_355691_2853971","6 Corey Colonial, Unit 6, Agawam, MA 01001","279900","26","2026-07-27","2026-08-17","lingering","","230"
"14-16-Revere-St,-Springfield,-MA-01108","F_368105_2861764","14-16 Revere St, Springfield, MA 01108","429000","25","2026-07-27","2026-08-17","lingering","",""
"177-Porter-Lake-Dr,-Unit-177,-Springfield,-MA-01106","F_368261_2851970","177 Porter Lake Dr, Unit 177, Springfield, MA 01106","389900","26","2026-07-27","2026-08-17","lingering","","648"
"164-Regency-Park-Dr,-Unit-164,-Agawam,-MA-01001","F_358405_2856595","164 Regency Park Dr, Unit 164, Agawam, MA 01001","175000","23","2026-07-27","2026-08-17","lingering","","317"
"25-Greenwood-Ave,-Keene,-NH-03431","034113-120-109-000-000","25 Greenwood Ave, Keene, NH 03431","439000","24","2026-07-27","2026-08-17","lingering","",""
"60-Tori-Ln,-Bennington,-VT-05201","051-015-68220","60 Tori Ln, Bennington, VT 05201","142900","25","2026-07-27","2026-08-17","lingering","",""
"903-Gage-St,-Bennington,-VT-05201","051-015-68002","903 Gage St, Bennington, VT 05201","232500","26","2026-07-27","2026-08-17","lingering","",""
"29-Eddy,-Ware,-MA-01082","M_138500_890380","29 Eddy, Ware, MA 01082","136700","20","2026-08-03","2026-08-17","lingering","",""
"281-Chauncey-Walker-St-A-Ave,-Unit-26,-Belchertown,-MA-01007","M_125301_889114","281 Chauncey Walker St A Ave, Unit 26, Belchertown, MA 01007","175000","19","2026-08-03","2026-08-17","lingering","",""
"268-Palmer-Rd,-Trlr-17,-Monson,-MA-01057","F_434828_2877851","268 Palmer Rd, Trlr 17, Monson, MA 01057","108800","18","2026-08-03","2026-08-17","lingering","","700"
"26-Gore-Ave,-Hatfield,-MA-01038","F_352984_2963654","26 Gore Ave, Hatfield, MA 01038","599000","107","2026-08-03","2026-08-17","lingering","",""
"28-Pine-St,-South-Hadley,-MA-01075","M_110449_888690","28 Pine St, South Hadley, MA 01075","518900","21","2026-08-03","2026-08-17","lingering","",""
"6-Gross-Ln,-Easthampton,-MA-01027","M_105232_891734","6 Gross Ln, Easthampton, MA 01027","599900","20","2026-08-03","2026-08-17","lingering","",""
"94-Lyman-Rd,-Unit-A,-Northampton,-MA-01060","M_106983_896166","94 Lyman Rd, Unit A, Northampton, MA 01060","875000","21","2026-08-03","2026-08-17","lingering","",""
"94-Lyman-Rd,-Unit-B,-Northampton,-MA-01060","M_106983_896166","94 Lyman Rd, Unit B, Northampton, MA 01060","875000","21","2026-08-03","2026-08-17","lingering","",""
"75-Shadow-Brook-Est,-Unit-75,-South-Hadley,-MA-01075","M_110968_886188","75 Shadow Brook Est, Unit 75, South Hadley, MA 01075","629900","15","2026-08-03","2026-08-17","lingering","","599"
"2-Kevin-Dr,-Southampton,-MA-01073","F_320130_2906836","2 Kevin Dr, Southampton, MA 01073","1249900","17","2026-08-03","2026-08-17","lingering","","31"
"40-Pine-Grove-Dr,-Unit-40,-South-Hadley,-MA-01075","M_112732_887368","40 Pine Grove Dr, Unit 40, South Hadley, MA 01075","299900","19","2026-08-03","2026-08-17","lingering","","302"
"126-Warregan-St,-Chicopee,-MA-01013","F_352918_2894016","126 Warregan St, Chicopee, MA 01013","289000","13","2026-08-03","2026-08-10","gone","2026-08-17",""
"40-Saint-Kolbe-Dr,-Apt-C,-Holyoke,-MA-01040","F_356003_2904017","40 Saint Kolbe Dr, Apt C, Holyoke, MA 01040","155000","20","2026-08-03","2026-08-17","lingering","","263"
"39-Celebration-Cir,-Chicopee,-MA-01020","F_366437_2891634","39 Celebration Cir, Chicopee, MA 01020","279000","19","2026-08-03","2026-08-17","lingering","",""
"13-15-Cass-St,-Springfield,-MA-01104","F_360654_2867767","13-15 Cass St, Springfield, MA 01104","425000","20","2026-08-03","2026-08-17","lingering","",""
"19-Suffolk-St,-Springfield,-MA-01109","F_370759_2867659","19 Suffolk St, Springfield, MA 01109","269900","19","2026-08-03","2026-08-17","lingering","",""
"84-Bourbeau-St,-Chicopee,-MA-01020","F_361897_2899315","84 Bourbeau St, Chicopee, MA 01020","269900","9","2026-08-03","2026-08-10","gone","2026-08-17",""
"Wequamps-Dr,-Lot-56,-Deerfield,-MA-01373","M_106581_916949","Wequamps Dr, Lot 56, Deerfield, MA 01373","95000","21","2026-08-03","2026-08-17","lingering","",""
"34-Plain-Rd-E,-Deerfield,-MA-01373","M_108180_917137","34 Plain Rd E, Deerfield, MA 01373","899000","20","2026-08-03","2026-08-17","lingering","",""
"62-Balfour-Dr,-Springfield,-MA-01118","F_371788_2862388","62 Balfour Dr, Springfield, MA 01118","290000","15","2026-08-03","2026-08-10","gone","2026-08-17",""
"41-43-Lansing-Pl,-Springfield,-MA-01108","F_367654_2859022","41-43 Lansing Pl, Springfield, MA 01108","385000","18","2026-08-03","2026-08-17","lingering","",""
"41-Rosedale-Ave,-Springfield,-MA-01128","F_386102_2862665","41 Rosedale Ave, Springfield, MA 01128","315000","13","2026-08-03","2026-08-10","gone","2026-08-17",""
"89-Garvey-Dr,-Springfield,-MA-01109","F_377793_2864778","89 Garvey Dr, Springfield, MA 01109","358500","19","2026-08-03","2026-08-17","lingering","",""
"307-Fountain-St,-Springfield,-MA-01108","F_372660_2857033","307 Fountain St, Springfield, MA 01108","279900","13","2026-08-03","2026-08-10","gone","2026-08-17",""
"77-79-Firglade-Ave,-Springfield,-MA-01108","F_365662_2856522","77-79 Firglade Ave, Springfield, MA 01108","499900","19","2026-08-03","2026-08-17","lingering","",""
"80-Gatewood-Rd,-Springfield,-MA-01119","F_378543_2870651","80 Gatewood Rd, Springfield, MA 01119","299999","19","2026-08-03","2026-08-17","lingering","",""
"179-Hillwinds-N,-Brattleboro,-VT-05301","081-025-14153","179 Hillwinds N, Brattleboro, VT 05301","599000","12","2026-08-03","2026-08-10","gone","2026-08-17",""
"9-Village-Dr,-Brattleboro,-VT-05301","081-025-15290","9 Village Dr, Brattleboro, VT 05301","59000","16","2026-08-03","2026-08-17","lingering","",""
"Mount-Anthony-Rd,-Bennington,-VT-05201","051-015-66164","Mount Anthony Rd, Bennington, VT 05201","75000","18","2026-08-03","2026-08-17","lingering","",""
"87B-Hill-Rd,-Pownal,-VT-05261","495-156-10144","87B Hill Rd, Pownal, VT 05261","425000","21","2026-08-03","2026-08-17","lingering","",""
"110-Short-St,-Bennington,-VT-05201","051-015-67207","110 Short St, Bennington, VT 05201","350000","22","2026-08-03","2026-08-17","lingering","",""
"113-Currier-Ave,-Peterborough,-NH-03458","064171-U010-028-000","113 Currier Ave, Peterborough, NH 03458","365000","14","2026-08-03","2026-08-10","gone","2026-08-17",""
"2030-Oak-St,-Palmer,-MA-01080","M_129184_882120","2030 Oak St, Palmer, MA 01080","415000","5","2026-08-10","2026-08-10","gone","2026-08-17",""
"78-Wollaston-St,-Springfield,-MA-01119","F_381994_2876363","78 Wollaston St, Springfield, MA 01119","339000","10","2026-08-10","2026-08-17","new","",""
"229-Miller-St,-Trlr-F4,-Ludlow,-MA-01056","M_122676_880246","229 Miller St, Trlr F4, Ludlow, MA 01056","140750","10","2026-08-10","2026-08-17","new","","387"
"259-Greenwich-Rd,-Ware,-MA-01082","M_138765_895224","259 Greenwich Rd, Ware, MA 01082","499000","12","2026-08-10","2026-08-17","new","",""
"46-48-Fenwick-St,-Springfield,-MA-01109","F_372234_2867348","46-48 Fenwick St, Springfield, MA 01109","349900","14","2026-08-10","2026-08-17","new","",""
"34-Sunrise-Ln,-Chicopee,-MA-01020","F_366089_2892340","34 Sunrise Ln, Chicopee, MA 01020","324800","15","2026-08-10","2026-08-17","lingering","","321"
"61-Abbey-St,-Chicopee,-MA-01013","F_354402_2878833","61 Abbey St, Chicopee, MA 01013","425000","8","2026-08-10","2026-08-10","gone","2026-08-17",""
"142-Springfield-St,-Springfield,-MA-01107","F_356916_2872492","142 Springfield St, Springfield, MA 01107","455000","13","2026-08-10","2026-08-17","new","",""
"96-Brook-St,-Unit-96,-Holyoke,-MA-01040","F_352208_2897492","96 Brook St, Unit 96, Holyoke, MA 01040","150000","12","2026-08-10","2026-08-17","new","",""
"8-First-Ave,-Westfield,-MA-01085","F_316075_2888498","8 First Ave, Westfield, MA 01085","100000","13","2026-08-10","2026-08-17","new","","461"
"51-53-Suffolk-St,-Springfield,-MA-01109","F_370799_2867356","51-53 Suffolk St, Springfield, MA 01109","499900","5","2026-08-10","2026-08-10","gone","2026-08-17",""
"140-Atwater-Ter,-Springfield,-MA-01107","F_355770_2872786","140 Atwater Ter, Springfield, MA 01107","400000","10","2026-08-10","2026-08-17","new","",""
"17-Bushwick-Pl,-Springfield,-MA-01109","F_372676_2871591","17 Bushwick Pl, Springfield, MA 01109","289900","11","2026-08-10","2026-08-17","new","",""
"86-Bowdoin-St,-Springfield,-MA-01109","F_364245_2868123","86 Bowdoin St, Springfield, MA 01109","899900","11","2026-08-10","2026-08-17","new","",""
"15-Clark-St,-Northampton,-MA-01060","M_102518_898007","15 Clark St, Northampton, MA 01060","485000","5","2026-08-10","2026-08-10","gone","2026-08-17",""
"73-Bridge-St,-Apt-17,-Northampton,-MA-01060","M_107247_897398","73 Bridge St, Apt 17, Northampton, MA 01060","322500","14","2026-08-10","2026-08-17","new","","362"
"26-S-Park-Ter,-Northampton,-MA-01060","M_105713_895689","26 S Park Ter, Northampton, MA 01060","499900","13","2026-08-10","2026-08-17","new","",""
"51-53-Ward-Ave,-Easthampton,-MA-01027","M_103378_890910","51-53 Ward Ave, Easthampton, MA 01027","425000","8","2026-08-10","2026-08-10","gone","2026-08-17",""
"20-Avis-Cir,-Northampton,-MA-01062","M_102383_898063","20 Avis Cir, Northampton, MA 01062","499000","6","2026-08-10","2026-08-10","gone","2026-08-17","17"
"254-Spring-St,-Northampton,-MA-01062","M_101990_899084","254 Spring St, Northampton, MA 01062","450000","8","2026-08-10","2026-08-17","new","",""
"28-Westwood-Ter,-Northampton,-MA-01062","M_101018_896408","28 Westwood Ter, Northampton, MA 01062","310000","4","2026-08-10","2026-08-10","gone","2026-08-17",""
"15-Red-Fox-Ln,-Amherst,-MA-01002","F_392518_2959317","15 Red Fox Ln, Amherst, MA 01002","545000","70","2026-08-10","2026-08-17","lingering","","8"
"170-E-Hadley-Rd,-Apt-55,-Amherst,-MA-01002","F_379325_2954051","170 E Hadley Rd, Apt 55, Amherst, MA 01002","269900","15","2026-08-10","2026-08-17","lingering","","473"
"494-Station-Rd,-Amherst,-MA-01002","F_390745_2951174","494 Station Rd, Amherst, MA 01002","739900","13","2026-08-10","2026-08-17","new","",""
"2-Bayberry-Ln,-Hadley,-MA-01035","M_112853_908364","2 Bayberry Ln, Hadley, MA 01035","899900","4","2026-08-10","2026-08-10","gone","2026-08-17",""
"96-Straits-Rd,-Hatfield,-MA-01038","F_356894_2973004","96 Straits Rd, Hatfield, MA 01038","675000","11","2026-08-10","2026-08-17","new","",""
"170-E-Hadley-Rd,-Apt-12,-Amherst,-MA-01002","F_379325_2954051","170 E Hadley Rd, Apt 12, Amherst, MA 01002","190000","10","2026-08-10","2026-08-17","new","","353"
"9-Flintlock-Ln,-Amherst,-MA-01002","F_390842_2958566","9 Flintlock Ln, Amherst, MA 01002","560000","10","2026-08-10","2026-08-17","new","","8"
"34-Sumner-Ave,-Apt-402,-Springfield,-MA-01108","F_364254_2857231","34 Sumner Ave, Apt 402, Springfield, MA 01108","169000","231","2026-08-10","2026-08-17","lingering","","383"
"36-38-Belvidere-St,-Springfield,-MA-01108","F_372040_2857007","36-38 Belvidere St, Springfield, MA 01108","430000","41","2026-08-10","2026-08-17","lingering","",""
"282-Island-Pond-Rd,-Springfield,-MA-01118","F_371110_2863545","282 Island Pond Rd, Springfield, MA 01118","250000","32","2026-08-10","2026-08-17","lingering","",""
"420-Main-St,-Apt-71,-Agawam,-MA-01001","F_353387_2855967","420 Main St, Apt 71, Agawam, MA 01001","219900","7","2026-08-10","2026-08-10","gone","2026-08-17","299"
"137-Appleton-St,-Springfield,-MA-01108","F_370827_2854709","137 Appleton St, Springfield, MA 01108","299900","14","2026-08-10","2026-08-17","new","",""
"15-Pinebrook-Dr,-Springfield,-MA-01129","F_387101_2866069","15 Pinebrook Dr, Springfield, MA 01129","465000","12","2026-08-10","2026-08-17","new","",""
"174-Locust-St,-Springfield,-MA-01108","F_364757_2860010","174 Locust St, Springfield, MA 01108","1000000","8","2026-08-10","2026-08-17","new","",""
"549-West-St,-Keene,-NH-03431","034113-565-001-000-000","549 West St, Keene, NH 03431","459900","158","2026-08-10","2026-08-17","lingering","",""
"59-Diana-Dr,-Swanzey,-NH-03446","034210-243055000000000000","59 Diana Dr, Swanzey, NH 03446","119000","5","2026-08-10","2026-08-10","gone","2026-08-17","375"
"17-Waters-Edge-Rd,-Swanzey,-NH-03431","034210-103053000000000000","17 Waters Edge Rd, Swanzey, NH 03431","409000","14","2026-08-10","2026-08-17","new","",""
"72-Green-Meadow-Rd,-Brattleboro,-VT-05301","081-025-12374","72 Green Meadow Rd, Brattleboro, VT 05301","450000","15","2026-08-10","2026-08-17","lingering","",""
"1806-Bosley-Hill-Rd,-Readsboro,-VT-05350","513-161-10248","1806 Bosley Hill Rd, Readsboro, VT 05350","279000","60","2026-08-10","2026-08-17","lingering","",""
"232-Depot-St,-Bennington,-VT-05201","051-015-66944","232 Depot St, Bennington, VT 05201","189900","13","2026-08-10","2026-08-17","new","",""
"47-Fuller-Rd,-Palmer,-MA-01069","M_129782_883683","47 Fuller Rd, Palmer, MA 01069","535000","82","2026-08-17","2026-08-17","lingering","",""
"211-Main-St,-Wilbraham,-MA-01095","F_403570_2876740","211 Main St, Wilbraham, MA 01095","474900","7","2026-08-17","2026-08-17","new","",""
"3057-Palmer-St,-Palmer,-MA-01069","M_130037_883572","3057 Palmer St, Palmer, MA 01069","490000","5","2026-08-17","2026-08-17","new","",""
"1009-Maple-St,-Palmer,-MA-01069","M_131859_878828","1009 Maple St, Palmer, MA 01069","369900","4","2026-08-17","2026-08-17","new","",""
"1A-Aspen-Dr,-Unit-1,-Wilbraham,-MA-01095","F_402873_2878038","1A Aspen Dr, Unit 1, Wilbraham, MA 01095","499900","3","2026-08-17","2026-08-17","new","","583"
"119-Littleton-St,-Springfield,-MA-01104","F_363518_2872543","119 Littleton St, Springfield, MA 01104","314900","8","2026-08-17","2026-08-17","new","",""
"188-Horseshoe-Dr,-Unit-188,-Chicopee,-MA-01022","F_367782_2895911","188 Horseshoe Dr, Unit 188, Chicopee, MA 01022","239900","7","2026-08-17","2026-08-17","new","","340"
"4-Fair-Ln,-Westfield,-MA-01085","F_316075_2888498","4 Fair Ln, Westfield, MA 01085","125000","6","2026-08-17","2026-08-17","new","","461"
"15-Pear-St,-Springfield,-MA-01109","F_377276_2871383","15 Pear St, Springfield, MA 01109","279900","6","2026-08-17","2026-08-17","new","",""
"94-96-Byers-St,-Springfield,-MA-01105","F_361888_2865909","94-96 Byers St, Springfield, MA 01105","419900","2","2026-08-17","2026-08-17","new","",""
"128-Newfield-Rd,-Springfield,-MA-01119","F_379813_2874271","128 Newfield Rd, Springfield, MA 01119","230000","5","2026-08-17","2026-08-17","new","",""
"44-42-Gilbert-Ave,-Springfield,-MA-01119","F_378202_2875117","44-42 Gilbert Ave, Springfield, MA 01119","570000","5","2026-08-17","2026-08-17","new","",""
"112-Dry-Bridge-Rd,-Westfield,-MA-01085","F_325102_2876810","112 Dry Bridge Rd, Westfield, MA 01085","335000","6","2026-08-17","2026-08-17","new","",""
"26-Hebron-St,-Springfield,-MA-01107","F_357518_2868547","26 Hebron St, Springfield, MA 01107","425000","5","2026-08-17","2026-08-17","new","",""
"139-Blanchard-St,-Chicopee,-MA-01020","F_368123_2901606","139 Blanchard St, Chicopee, MA 01020","699000","5","2026-08-17","2026-08-17","new","",""
"40-Jaeger-Dr,-Westfield,-MA-01085","F_326013_2894471","40 Jaeger Dr, Westfield, MA 01085","325000","4","2026-08-17","2026-08-17","new","",""
"171-Dartmouth-Ter,-Springfield,-MA-01109","F_364801_2869679","171 Dartmouth Ter, Springfield, MA 01109","449900","5","2026-08-17","2026-08-17","new","",""
"46-Kay-St,-Springfield,-MA-01109","F_377246_2870703","46 Kay St, Springfield, MA 01109","319900","1","2026-08-17","2026-08-17","new","",""
"196-Massasoit-St,-Springfield,-MA-01107","F_357449_2870208","196 Massasoit St, Springfield, MA 01107","299900","3","2026-08-17","2026-08-17","new","",""
"78-Ferry-St,-Easthampton,-MA-01027","M_105095_892295","78 Ferry St, Easthampton, MA 01027","450000","35","2026-08-17","2026-08-17","lingering","",""
"178-County-Rd,-Southampton,-MA-01073","F_333753_2902128","178 County Rd, Southampton, MA 01073","525000","26","2026-08-17","2026-08-17","lingering","",""
"43-Pine-Grove-Dr,-Unit-43,-South-Hadley,-MA-01075","M_112732_887368","43 Pine Grove Dr, Unit 43, South Hadley, MA 01075","369900","8","2026-08-17","2026-08-17","new","","324"
"2-Skinnerwoods-Way,-Unit-2,-South-Hadley,-MA-01033","M_113181_893178","2 Skinnerwoods Way, Unit 2, South Hadley, MA 01033","589900","7","2026-08-17","2026-08-17","new","","250"
"22-Gunn-Rd-Ext,-Southampton,-MA-01073","F_325743_2915556","22 Gunn Rd Ext, Southampton, MA 01073","379900","7","2026-08-17","2026-08-17","new","",""
"202-Brickyard-Rd,-Southampton,-MA-01073","F_318116_2900139","202 Brickyard Rd, Southampton, MA 01073","249999","8","2026-08-17","2026-08-17","new","",""
"3-Mckinley-Ave,-Easthampton,-MA-01027","M_102336_890873","3 Mckinley Ave, Easthampton, MA 01027","599900","5","2026-08-17","2026-08-17","new","",""
"17-Clark-Ave,-Unit-17,-Northampton,-MA-01060","M_106525_896741","17 Clark Ave, Unit 17, Northampton, MA 01060","459000","6","2026-08-17","2026-08-17","new","","483"
"14-Florence-Rd,-Easthampton,-MA-01027","M_103464_893077","14 Florence Rd, Easthampton, MA 01027","425000","6","2026-08-17","2026-08-17","new","",""
"87-Holyoke-St,-Easthampton,-MA-01027","M_104464_890227","87 Holyoke St, Easthampton, MA 01027","319500","7","2026-08-17","2026-08-17","new","",""
"93-Arch-St,-Northampton,-MA-01053","M_101282_900532","93 Arch St, Northampton, MA 01053","845000","5","2026-08-17","2026-08-17","new","",""
"540-Granby-Rd,-Unit-41,-South-Hadley,-MA-01075","M_112728_887916","540 Granby Rd, Unit 41, South Hadley, MA 01075","239900","6","2026-08-17","2026-08-17","new","","287"
"8-Marcel-St,-South-Hadley,-MA-01075","M_111356_887402","8 Marcel St, South Hadley, MA 01075","465000","6","2026-08-17","2026-08-17","new","",""
"22-Miller-Ave,-Southampton,-MA-01073","F_328007_2922968","22 Miller Ave, Southampton, MA 01073","629900","5","2026-08-17","2026-08-17","new","",""
"66-Pine-Grv,-Unit-66,-Amherst,-MA-01002","F_388738_2956001","66 Pine Grv, Unit 66, Amherst, MA 01002","265000","4","2026-08-17","2026-08-17","new","","376"
"71-West-St,-Hatfield,-MA-01088","F_349652_2964733","71 West St, Hatfield, MA 01088","589900","7","2026-08-17","2026-08-17","new","",""
"497-Main-St,-Hatfield,-MA-01038","F_361314_2979233","497 Main St, Hatfield, MA 01038","799000","5","2026-08-17","2026-08-17","new","",""
"170-E-Hadley-Rd,-Apt-85,-Amherst,-MA-01002","F_379325_2954051","170 E Hadley Rd, Apt 85, Amherst, MA 01002","199900","7","2026-08-17","2026-08-17","new","","353"
"136-Main-St,-Hatfield,-MA-01038","F_361019_2965956","136 Main St, Hatfield, MA 01038","1474000","5","2026-08-17","2026-08-17","new","",""
"5-Meadow-Oak-Ln,-Unit-B,-Deerfield,-MA-01373","M_106630_918758","5 Meadow Oak Ln, Unit B, Deerfield, MA 01373","345000","6","2026-08-17","2026-08-17","new","","315"
"35-37-Pine-St-Ct,-Springfield,-MA-01105","F_365391_2862525","35-37 Pine St Ct, Springfield, MA 01105","469900","65","2026-08-17","2026-08-17","lingering","",""
"243-Central-St,-Springfield,-MA-01105","F_364631_2862940","243 Central St, Springfield, MA 01105","370000","47","2026-08-17","2026-08-17","lingering","",""
"36-38-Chester-St,-Springfield,-MA-01105","F_366823_2861784","36-38 Chester St, Springfield, MA 01105","350000","8","2026-08-17","2026-08-17","new","",""
"140-Winton-St,-Springfield,-MA-01118","F_375681_2862816","140 Winton St, Springfield, MA 01118","260000","7","2026-08-17","2026-08-17","new","",""
"37-Pineywoods-Ave,-Springfield,-MA-01108","F_364749_2855867","37 Pineywoods Ave, Springfield, MA 01108","474900","7","2026-08-17","2026-08-17","new","",""
"1-Plantation-Dr,-Unit-1,-Agawam,-MA-01001","F_356367_2853740","1 Plantation Dr, Unit 1, Agawam, MA 01001","279900","5","2026-08-17","2026-08-17","new","","360"
"89-W-Alvord-St,-Springfield,-MA-01108","F_371302_2859643","89 W Alvord St, Springfield, MA 01108","279900","6","2026-08-17","2026-08-17","new","",""
"423-Tiffany-St,-Springfield,-MA-01108","F_373097_2852366","423 Tiffany St, Springfield, MA 01108","360000","4","2026-08-17","2026-08-17","new","",""
"9-Moss-Rd,-Springfield,-MA-01119","F_380846_2872753","9 Moss Rd, Springfield, MA 01119","299900","4","2026-08-17","2026-08-17","new","",""
"58-Euclid-Ave,-Springfield,-MA-01108","F_366165_2859494","58 Euclid Ave, Springfield, MA 01108","549900","3","2026-08-17","2026-08-17","new","",""
"137-Belvidere-St,-Springfield,-MA-01108","F_372343_2856040","137 Belvidere St, Springfield, MA 01108","318000","2","2026-08-17","2026-08-17","new","",""
"26-Blue-Jay-Ct,-Keene,-NH-03431","034113-219-001-000-125","26 Blue Jay Ct, Keene, NH 03431","77500","32","2026-08-17","2026-08-17","lingering","","565"
"928-Main-Rd,-Stamford,-VT-05352","609-191-10183","928 Main Rd, Stamford, VT 05352","449000","5","2026-08-17","2026-08-17","new","",""
"1955-Vt-Rte,-100,-Readsboro,-VT-05350","513-161-10135","1955 Vt Rte, 100, Readsboro, VT 05350","239900","8","2026-08-17","2026-08-17","new","",""
"Jaffrey-Rd,-Peterborough,-NH-03458","064171-R003-029-000","Jaffrey Rd, Peterborough, NH 03458","299000","8","2026-08-17","2026-08-17","new","",""
